Date,HStart,HEnd,Matière,Type,Location,Groupe,Enseignant,,,,,,,
2023-12-07:,08:00:00,11:00:00,Telecom1,TP5,C1,1ATP5,CAPALLERA FLORENCE,,(Updated,24/11/2023 11,29),,,
2023-11-29:,07:00:00,09:00:00,SAE14,TP2,B2,1ATP2,BEIGNON D AGOSTINO LAURE,,(Updated,13/11/2023 12,09),,,
2023-12-08:,09:00:00,11:00:00,Math-Trans1,TDC,A8,1ATDC,MATAR HOUSSEIN,,(Updated,13/11/2023 17,18),,,
2023-10-23:,08:00:00,10:00:00,Web1,TDB,B3,1ATDB,HABACHI OUSSAMA,,(Updated,10/10/2023 18,34),,,
2023-11-28:,08:00:00,09:00:00,RLAN1,Cours,A5-A5bis,1A,FREITAS ANTONIO,,(Updated,15/11/2023 15,53),,,
2023-11-24:,12:30:00,14:30:00,Math-Trans1,TDA,A8,1ATDA,COURSIMAULT DAVID,,(Updated,31/10/2023 18,49),,,
2023-11-07:,14:30:00,16:30:00,SAE12,TDB,B3,1ATDB,FREITAS ANTONIO,,(Updated,18/10/2023 10,29),,,
2023-09-14:,11:30:00,13:30:00,PPP1,TDA,B7,1ATDA,GIRAUD NADINE,,(Updated,08/09/2023 11,48),,,
2023-10-16:,08:00:00,10:00:00,SAE13,TDB,A8,1ATDB,CAPALLERA FLORENCE,,(Updated,13/11/2023 16,54),,,
2023-11-16:,09:00:00,11:00:00,Syst1,TP4,C5,1ATP4,WEZL MICHAEL,,(Updated,16/10/2023 19,03),,,
2023-09-20:,08:00:00,10:00:00,Syst1,TDC,B3,1ATDC,JACQUET FREDERIQUE,,(Updated,08/09/2023 17,15),,,
2023-11-23:,08:00:00,09:00:00,Soutien Télécoms,,"B3,A5",1ATDB,CAPALLERA FLORENCE,,(Updated,15/11/2023 16,08),,,
2024-01-19:,12:30:00,15:30:00,SAE13,TP2,C1,1ATP2,CAPALLERA FLORENCE,,(Updated,27/11/2023 16,21),,,
2023-12-07:,14:30:00,16:30:00,Anglais1,TP4,Labo multimédia A105,1ATP4,GORDON NATHALIE,,(Updated,13/11/2023 13,03),,,
2023-11-16:,14:30:00,16:30:00,Anglais1,TP4,B2,1ATP4,BEIGNON D AGOSTINO LAURE,,(Updated,09/11/2023 12,12),,,
2024-01-26:,07:30:00,09:30:00,SAE13-Examen,,Salle examen MPC003,1A,CAPALLERA FLORENCE,,(Updated,27/11/2023 15,54),,,
2024-01-29:,14:30:00,16:30:00,Anglais2,TP1,B2,1ATP1,BEIGNON D AGOSTINO LAURE,,(Updated,09/01/2024 10,28),,,
2023-12-06:,12:30:00,14:30:00,SAE14,TDC-PT,"B4,B6",1ATDC,,(Updated,20/11/2023 10,44),,,,
2023-11-30:,12:30:00,14:30:00,SAE14,TP3,B2,1ATP3,BEIGNON D AGOSTINO LAURE,,(Updated,09/11/2023 15,38),,,
2023-12-14:,07:00:00,09:00:00,Archi-Rés1,Examen,Salle examen MPC003,1A,FREITAS ANTONIO,,(Updated,02/11/2023 12,05),,,
2023-11-15:,12:30:00,14:30:00,Prog1,TP4,B6,1ATP4,PERRIOT ROMAIN,,(Updated,16/10/2023 19,05),,,
2024-01-16:,12:30:00,14:30:00,PPP1,TDB,B7,1ATDB,GIRAUD NADINE,,(Updated,27/11/2023 15,58),,,
2023-10-12:,06:00:00,08:00:00,SAE12,TP3,B8,1ATP3,FREITAS ANTONIO,,(Updated,03/10/2023 11,00),,,
2023-10-03:,13:30:00,15:30:00,Com1,TDC,B7,1ATDC,GIRAUD NADINE,,(Updated,25/09/2023 13,52),,,
2023-12-07:,09:00:00,11:00:00,Prog1,TP1,C5,1ATP1,SIGURET ARNAUD,,(Updated,09/11/2023 12,58),,,
2023-10-09:,13:30:00,15:30:00,Anglais1,TDB,Labo multimédia A109,1ATDB,BEIGNON D AGOSTINO LAURE,,(Updated,04/09/2023 13,48),,,
2023-11-16:,07:00:00,09:00:00,SAE12,TP4,C1bis,1ATP4,HERNANDEZ SEBASTIEN,,(Updated,09/11/2023 12,12),,,
2023-12-13:,12:30:00,14:30:00,SAE14,TDC-PT,"B4,B3",1ATDC,,(Updated,20/11/2023 10,17),,,,
2023-12-19:,09:00:00,11:00:00,SAE14,TP2,B7,1ATP2,GIRAUD NADINE,,(Updated,09/11/2023 17,21),,,
2023-11-24:,09:00:00,11:00:00,SAE12,TDA,B3,1ATDA,HERNANDEZ SEBASTIEN,,(Updated,14/11/2023 10,36),,,
2024-01-25:,12:30:00,14:30:00,SAE15,TP4,C5,1ATP4,PERRIOT ROMAIN,,(Updated,09/01/2024 16,00),,,
2024-01-22:,15:00:00,18:00:00,RLAN1 Exam,TP2,C1bis,1ATP2,FREITAS ANTONIO,,(Updated,27/11/2023 15,00),,,
2024-01-11:,09:00:00,11:00:00,Anglais1,TP4,Labo multimédia A105,1ATP4,GORDON NATHALIE,,(Updated,03/12/2023 13,22),,,
2023-11-06:,12:30:00,14:30:00,SAE15,TDA,B3,1ATDA,JACQUET FREDERIQUE,,(Updated,25/10/2023 11,44),,,
2023-10-17:,08:00:00,10:00:00,SAE13,TDA,B8,1ATDA,COURSIMAULT DAVID,,(Updated,17/10/2023 10,35),,,
2023-10-05:,08:00:00,10:00:00,Syst1,TP2,C5,1ATP2,JACQUET FREDERIQUE,,(Updated,25/08/2023 12,32),,,
2023-10-13:,06:00:00,08:00:00,SAE12,TP5,C5,1ATP5,HERNANDEZ SEBASTIEN,,(Updated,03/10/2023 17,47),,,
2023-12-19:,09:00:00,11:00:00,RLAN1,TDC,B3,1ATDC,HERNANDEZ SEBASTIEN,,(Updated,05/12/2023 11,42),,,
2023-09-14:,08:00:00,10:00:00,Math-Signal1,TDC,A8,1ATDC,BOUAYED AYMENE,,(Updated,10/10/2023 11,17),,,
2023-10-25:,13:30:00,16:30:00,Init-Rés1,TP2,C1bis,1ATP2,HERNANDEZ SEBASTIEN,,(Updated,10/10/2023 18,42),,,
2023-10-17:,13:30:00,15:30:00,SAE12,TDC,B3,1ATDC,HERNANDEZ SEBASTIEN,,(Updated,05/10/2023 18,34),,,
2023-12-20:,07:00:00,09:00:00,SAE14,TP3,B7,1ATP3,GIRAUD NADINE,,(Updated,09/11/2023 17,09),,,
2024-01-22:,08:00:00,11:00:00,SAE13,TP1,C1,1ATP1,CAPALLERA FLORENCE,,(Updated,27/11/2023 15,49),,,
2023-09-29:,06:00:00,08:00:00,SAE11,TDC,C5,1ATDC,JACQUET FREDERIQUE,,(Updated,18/09/2023 13,53),,,
2023-09-12:,11:30:00,12:30:00,Elec1,Cours,A5-A5bis,1A,CAPALLERA FLORENCE,,(Updated,08/09/2023 12,56),,,
2023-09-26:,13:30:00,15:30:00,Prog1,TP3,B3,1ATP3,ZAYENE MARIEM,,(Updated,24/08/2023 19,27),,,
2023-11-16:,14:30:00,16:30:00,Com1,TP1,B7,1ATP1,GIRAUD NADINE,,(Updated,07/11/2023 17,04),,,
2023-11-27:,12:30:00,14:30:00,Archi-Rés1,TDA,B3,1ATDA,HERNANDEZ SEBASTIEN,,(Updated,14/11/2023 09,58),,,
2023-09-27:,08:00:00,10:00:00,Init-Rés1,TDC,B8,1ATDC,FREITAS ANTONIO,,(Updated,25/09/2023 12,19),,,
2024-01-16:,07:00:00,09:00:00,SAE14,TP3,B7,1ATP3,GIRAUD NADINE,,(Updated,27/11/2023 15,59),,,
2023-09-28:,08:00:00,10:00:00,Syst1,TDB,B3,1ATDB,JACQUET FREDERIQUE,,(Updated,07/07/2023 13,12),,,
2024-01-30:,09:00:00,10:00:00,Télécoms2,Cours,A5-A5bis,1A,CAPALLERA FLORENCE,,(Updated,08/01/2024 17,46),,,
2023-10-24:,08:00:00,10:00:00,Web1,TDC,C5,1ATDC,PERRIOT ROMAIN,,(Updated,10/10/2023 18,40),,,
2023-10-11:,14:30:00,17:30:00,Init-Rés1,TP1,C7,1ATP1,BROS LAURENT,,(Updated,25/09/2023 16,38),,,
2023-11-13:,12:30:00,14:30:00,SAE15,TDA,B3,1ATDA,JACQUET FREDERIQUE,,(Updated,31/10/2023 17,58),,,
2023-09-26:,11:30:00,13:30:00,Syst1,TDC,C5,1ATDC,JACQUET FREDERIQUE,,(Updated,18/09/2023 13,50),,,
2023-10-03:,13:30:00,15:30:00,Anglais1,TDA,Labo multimédia A105,1ATDA,BEIGNON D AGOSTINO LAURE,,(Updated,18/09/2023 12,58),,,
2023-10-05:,11:30:00,13:30:00,Anglais1,TDB,Labo multimédia A109,1ATDB,BEIGNON D AGOSTINO LAURE,,(Updated,17/07/2023 17,40),,,
2023-11-17:,09:00:00,11:00:00,Com1,TP1,B7,1ATP1,GIRAUD NADINE,,(Updated,24/10/2023 13,48),,,
2023-09-26:,06:00:00,08:00:00,Com1,TDA,B7,1ATDA,GIRAUD NADINE,,(Updated,18/09/2023 13,52),,,
2023-11-07:,14:30:00,16:30:00,Math-Signal1,TDA,A6,1ATDA,MATAR HOUSSEIN,,(Updated,29/10/2023 18,04),,,
2023-09-19:,13:30:00,15:30:00,Prog1,TDB,B3,1ATDB,SIGURET ARNAUD,,(Updated,07/07/2023 13,33),,,
2024-01-08:,09:00:00,11:00:00,Math-Trans1,TDB,A8,1ATDB,BENGANA FAYCAL,,(Updated,25/10/2023 11,50),,,
2023-10-26:,06:00:00,08:00:00,Prog1,TP2,B3,1ATP2,ZAYENE MARIEM,,(Updated,11/10/2023 20,11),,,
2023-11-15:,07:00:00,09:00:00,SAE15,TDC,C5,1ATDC,JACQUET FREDERIQUE,,(Updated,12/11/2023 17,58),,,
2023-11-17:,12:30:00,14:30:00,SAE13,TDA,B3,1ATDA,COURSIMAULT DAVID,,(Updated,24/10/2023 13,48),,,
2023-09-14:,08:00:00,09:00:00,Soutenances LPro,,A5bis,1ATP2,,(Updated,13/09/2023 15,55),,,,
2024-01-24:,07:00:00,09:00:00,Web1,Exam TDB,C.106 Informatique TD,1ATDB,PERRIOT ROMAIN,,(Updated,02/12/2023 16,48),,,
2023-09-20:,08:00:00,10:00:00,Archi-Sys1,TDB,A5bis,1ATDB,JACQUET JEAN-PAUL,,(Updated,11/07/2023 17,13),,,
2024-01-24:,12:30:00,14:30:00,RLAN1,Exam,Salle examen MPC003,1A,FREITAS ANTONIO,,(Updated,27/11/2023 15,54),,,
2023-12-06:,14:30:00,16:30:00,PPP1,TDC,B7,1ATDC,MAYET KARINE,,(Updated,20/11/2023 10,44),,,
2024-01-29:,10:00:00,11:00:00,Internet2,Cours,A5-A5bis,1A,JACQUET FREDERIQUE,,(Updated,08/01/2024 18,19),,,
2023-12-11:,07:00:00,09:00:00,Com1,TP5,B7,1ATP5,GIRAUD NADINE,,(Updated,08/12/2023 12,42),,,
2023-10-10:,14:00:00,16:00:00,Anglais1,TDC,"Labo multimédia A105,B2",1ATDC,BEIGNON D AGOSTINO LAURE,,(Updated,10/10/2023 12,22),,,
2023-10-16:,11:30:00,13:30:00,Prog1,TP3,C5,1ATP3,ZAYENE MARIEM,,(Updated,28/09/2023 11,08),,,
2023-10-18:,08:00:00,10:00:00,Archi-Sys1,TDA,A5bis,1ATDA,JACQUET JEAN-PAUL,,(Updated,05/10/2023 18,42),,,
2023-09-25:,11:30:00,13:30:00,Init-Rés1,TDA,B3,1ATDA,FREITAS ANTONIO,,(Updated,25/09/2023 13,31),,,
2023-11-28:,12:30:00,14:30:00,Archi-Rés1,TDC,C5,1ATDC,FREITAS ANTONIO,,(Updated,14/11/2023 09,55),,,
2024-02-01:,14:30:00,16:30:00,Anglais2,TP2,B2,1ATP2,BEIGNON D AGOSTINO LAURE,,(Updated,08/01/2024 18,32),,,
2024-01-19:,13:00:00,15:00:00,PPP1,TDC,B7,1ATDC,MAYET KARINE,,(Updated,21/12/2023 11,22),,,
2024-01-31:,13:30:00,14:30:00,Téléphonie2,Cours,A5-A5bis,1A,TOUSSAINT JOEL,,(Updated,08/01/2024 17,44),,,
2023-12-06:,09:00:00,11:00:00,SAE14,TDA,B3,1ATDA,HABACHI OUSSAMA,,(Updated,09/11/2023 12,44),,,
2023-09-18:,13:30:00,15:30:00,Com1,TDA,B7,1ATDA,GIRAUD NADINE,,(Updated,07/07/2023 13,38),,,
2024-01-18:,07:00:00,09:00:00,SAE15,TDA-PT,"B6,B8",1ATDA,,(Updated,21/12/2023 13,00),,,,
2023-10-04:,08:00:00,10:00:00,Elec1,TDB,B3,1ATDB,CAPALLERA FLORENCE,,(Updated,25/09/2023 13,07),,,
2023-11-09:,09:00:00,11:00:00,SAE12,TDA,B3,1ATDA,HERNANDEZ SEBASTIEN,,(Updated,18/10/2023 10,28),,,
2023-09-15:,07:00:00,08:00:00,SAE12,Cours,A5-A5bis,1A,HERNANDEZ SEBASTIEN,,(Updated,08/09/2023 13,01),,,
2023-12-13:,12:30:00,14:30:00,Gest_projet,TDA,A5bis,1ATDA,MAYET KARINE,,(Updated,20/11/2023 10,17),,,
2024-01-10:,07:00:00,09:00:00,Gest_projet,TDA,A5,1ATDA,MAYET KARINE,,(Updated,19/12/2023 15,39),,,
2024-01-16:,08:00:00,09:00:00,SAE14,TP4,B3,1ATP4,HABACHI OUSSAMA,,(Updated,20/12/2023 10,36),,,
2024-01-26:,14:00:00,15:30:00,SAE12,TP4_Exam,C5,1ATP4,FREITAS ANTONIO,,(Updated,27/11/2023 15,52),,,
2023-10-19:,11:30:00,13:30:00,Prog1,TP1,C5,1ATP1,SIGURET ARNAUD,,(Updated,28/09/2023 11,07),,,
2024-02-02:,13:30:00,14:30:00,Numérisation2,Cours,A5-A5bis,1A,COURSIMAULT DAVID,,(Updated,08/01/2024 18,19),,,
2023-10-19:,13:30:00,15:30:00,Web1,TDA,B3,1ATDA,ZAYENE MARIEM,,(Updated,05/10/2023 17,41),,,
2023-11-14:,08:00:00,09:00:00,SAE14,Cours,A5-A5bis,1A,GIRAUD NADINE,,(Updated,14/11/2023 10,01),,,
2023-09-13:,13:30:00,15:30:00,Soutien math/info,,"B3,A8",1ATDB,,(Updated,05/09/2023 18,45),,,,
2023-10-06:,08:00:00,10:00:00,Elec1,TDA,A6,1ATDA,CAPALLERA FLORENCE,,(Updated,06/10/2023 11,20),,,
2023-10-09:,11:30:00,13:30:00,Archi-Sys1,TDC,A5,1ATDC,JACQUET JEAN-PAUL,,(Updated,25/09/2023 17,11),,,
2024-01-11:,07:00:00,09:00:00,SAE15,TDC-PT,"B8,C1bis",1ATDC,,(Updated,27/11/2023 16,19),,,,
2023-12-01:,13:00:00,15:00:00,Gest_projet,TDA,B7,1ATDA,MAYET KARINE,,(Updated,20/11/2023 10,14),,,
2024-01-08:,12:30:00,14:30:00,SAE14,TP3,B2,1ATP3,BEIGNON D AGOSTINO LAURE,,(Updated,27/11/2023 16,17),,,
2024-01-08:,12:00:00,15:00:00,RLAN1,TP1,C7,1ATP1,CHEBBI SAMAR,,(Updated,27/11/2023 14,57),,,
2024-01-18:,09:00:00,11:00:00,SAE15,TDC-PT,"B6,A5",1ATDC,,(Updated,19/12/2023 12,34),,,,
2024-01-18:,12:30:00,14:30:00,SAE14,TP4,B7,1ATP4,GIRAUD NADINE,,(Updated,18/12/2023 10,27),,,
2023-10-11:,06:00:00,08:00:00,SAE13,TDC-PT,"C5,A5",1ATDC,,(Updated,28/09/2023 11,52),,,,
2023-09-14:,11:30:00,13:30:00,Math-Signal1,TDB,A5,1ATDB,COURSIMAULT DAVID,,(Updated,11/09/2023 15,41),,,
2024-01-24:,07:00:00,09:00:00,Web1,Exam TDA,Salle A135,1ATDA,HABACHI OUSSAMA,,(Updated,19/12/2023 10,47),,,
2023-09-22:,12:00:00,14:00:00,PPP1,TDC,B7,1ATDC,MAYET KARINE,,(Updated,20/11/2023 10,41),,,
2023-12-20:,12:00:00,15:00:00,Archi-Sys1 Exam,TP2,C5,1ATP2,PERRIOT ROMAIN,,(Updated,20/11/2023 10,36),,,
2024-01-17:,12:00:00,15:00:00,SAE13,TP3,C1,1ATP3,CAPALLERA FLORENCE,,(Updated,18/12/2023 10,27),,,
2023-12-14:,14:30:00,16:30:00,Prog1,TP2,B3,1ATP2,ZAYENE MARIEM,,(Updated,06/12/2023 09,48),,,
2023-10-04:,08:00:00,10:00:00,SAE11,TDC,B6,1ATDC,GIRAUD NADINE,,(Updated,25/09/2023 13,27),,,
2024-01-22:,15:00:00,18:00:00,RLAN1 Exam,TP1,B8,1ATP1,CHEBBI SAMAR,,(Updated,27/11/2023 15,00),,,
2023-09-25:,11:30:00,13:30:00,Telecom1,TDB,A5,1ATDB,CAPALLERA FLORENCE,,(Updated,24/09/2023 18,35),,,
2023-11-15:,07:00:00,09:00:00,Web1,TDB,B3,1ATDB,HABACHI OUSSAMA,,(Updated,24/10/2023 13,43),,,
2023-11-23:,12:30:00,14:30:00,Prog1,TP2,B1bis,1ATP2,ZAYENE MARIEM,,(Updated,06/11/2023 17,59),,,
2023-12-19:,07:00:00,09:00:00,Prog1,TP5,B3,1ATP5,SIGURET ARNAUD,,(Updated,06/12/2023 09,27),,,
2023-10-10:,06:00:00,08:00:00,SAE12,TP1,B8,1ATP1,HERNANDEZ SEBASTIEN,,(Updated,03/10/2023 17,54),,,
2023-12-14:,09:00:00,11:00:00,PPP1,TDA,B7,1ATDA,GIRAUD NADINE,,(Updated,09/11/2023 16,23),,,
2023-11-24:,07:00:00,09:00:00,Math-Trans1,TDB,A8,1ATDB,BENGANA FAYCAL,,(Updated,31/10/2023 18,44),,,
2023-09-14:,09:00:00,10:00:00,Soutenances LPro,,A5bis,1ATP2,,(Updated,13/09/2023 15,55),,,,
2023-10-26:,13:30:00,14:30:00,SAE11,TP2,B8,1ATP2,JACQUET FREDERIQUE,,(Updated,10/10/2023 18,29),,,
2023-11-23:,14:30:00,16:30:00,Anglais1,TP5,B2,1ATP5,BEIGNON D AGOSTINO LAURE,,(Updated,17/11/2023 09,51),,,
2023-11-29:,14:30:00,16:30:00,Prog1,TP4,B1bis,1ATP4,PERRIOT ROMAIN,,(Updated,23/11/2023 10,33),,,
2023-12-19:,07:00:00,09:00:00,Prog1,TP2,B6,1ATP2,ZAYENE MARIEM,,(Updated,06/12/2023 09,27),,,
2023-10-27:,07:00:00,08:00:00,SAE11,TP5,B8,1ATP5,JACQUET FREDERIQUE,,(Updated,10/10/2023 13,16),,,
2023-11-23:,09:00:00,11:00:00,Prog1,TP3,B1bis,1ATP3,ZAYENE MARIEM,,(Updated,31/10/2023 19,13),,,
2023-10-17:,06:00:00,08:00:00,Init-Rés1,TDA,B8,1ATDA,FREITAS ANTONIO,,(Updated,05/10/2023 18,50),,,
2024-01-09:,09:00:00,11:00:00,RLAN1,TDB,B8,1ATDB,FREITAS ANTONIO,,(Updated,27/11/2023 15,03),,,
2023-12-07:,12:30:00,14:30:00,RLAN1,TDC,C1bis,1ATDC,HERNANDEZ SEBASTIEN,,(Updated,27/11/2023 15,22),,,
2023-10-13:,06:00:00,08:00:00,Math-Signal1,TDA,A8,1ATDA,MATAR HOUSSEIN,,(Updated,03/10/2023 11,24),,,
2023-09-15:,09:00:00,10:00:00,SAE11,Cours,A5-A5bis,1A,JACQUET FREDERIQUE,,(Updated,07/07/2023 12,01),,,
2023-11-23:,14:30:00,16:30:00,SAE15,TDA-PT,"C7,B3",1ATDA,,(Updated,17/11/2023 09,49),,,,
2023-10-26:,06:00:00,08:00:00,Math-Signal1,TDC,A6,1ATDC,BOUAYED AYMENE,,(Updated,11/10/2023 20,09),,,
2023-12-13:,09:00:00,11:00:00,RLAN1,TDA,C1bis,1ATDA,FREITAS ANTONIO,,(Updated,09/11/2023 16,18),,,
2023-09-22:,13:30:00,15:30:00,Soutien math/info,,"A5bis,C5",1ATDA,,(Updated,18/09/2023 17,53),,,,
2023-09-25:,13:30:00,15:30:00,Init-Rés1,TDB,B3,1ATDB,HERNANDEZ SEBASTIEN,,(Updated,25/09/2023 12,19),,,
2023-10-10:,13:30:00,15:30:00,Elec1,TDA,A6,1ATDA,CAPALLERA FLORENCE,,(Updated,03/10/2023 17,55),,,
2023-11-13:,14:30:00,16:30:00,Anglais1,TP5,B2,1ATP5,BEIGNON D AGOSTINO LAURE,,(Updated,16/10/2023 18,51),,,
2023-12-12:,12:00:00,15:00:00,Telecom1,TP2,C1,1ATP2,CAPALLERA FLORENCE,,(Updated,04/12/2023 14,36),,,
2023-10-19:,08:00:00,10:00:00,SAE13,TDC-PT,"A6,B1bis",1ATDC,,(Updated,19/10/2023 11,08),,,,
2023-10-05:,11:30:00,13:30:00,Prog1,TP2,B1bis,1ATP2,ZAYENE MARIEM,,(Updated,03/10/2023 11,34),,,
2023-10-13:,08:00:00,10:00:00,Init-Rés1,TDB,B3,1ATDB,HERNANDEZ SEBASTIEN,,(Updated,03/10/2023 17,50),,,
2023-09-13:,08:00:00,09:00:00,Soutenances LPro,,B7,1ATP4,,(Updated,10/07/2023 18,32),,,,
2023-11-30:,12:30:00,15:30:00,Telecom1,TP5,C1,1ATP5,CAPALLERA FLORENCE,,(Updated,09/11/2023 12,31),,,
2023-12-19:,08:00:00,11:00:00,SAE13,TP4,C1,1ATP4,CAPALLERA FLORENCE,,(Updated,09/11/2023 17,00),,,
2024-01-18:,08:00:00,11:00:00,SAE13,TP4,C1,1ATP4,CAPALLERA FLORENCE,,(Updated,27/11/2023 15,49),,,
2023-09-19:,07:00:00,08:00:00,Elec1,Cours,A5-A5bis,1A,CAPALLERA FLORENCE,,(Updated,07/07/2023 11,37),,,
2023-10-03:,13:30:00,15:30:00,Prog1,TDB,B3,1ATDB,SIGURET ARNAUD,,(Updated,07/07/2023 13,33),,,
2023-10-02:,13:30:00,15:30:00,SAE11,TDB,B7,1ATDB,GIRAUD NADINE,,(Updated,25/09/2023 13,26),,,
2023-09-28:,08:00:00,10:00:00,Prog1,TP1,C5,1ATP1,SIGURET ARNAUD,,(Updated,24/08/2023 19,32),,,
2024-01-08:,12:30:00,14:30:00,SAE12,TDC-PT,"C1bis,B3",1ATDC,,(Updated,27/11/2023 15,43),,,,
2023-12-18:,12:30:00,14:30:00,SAE14,TP5,B7,1ATP5,GIRAUD NADINE,,(Updated,13/11/2023 17,19),,,
2023-11-30:,14:30:00,16:30:00,Com1,TP1,B7,1ATP1,GIRAUD NADINE,,(Updated,13/11/2023 12,09),,,
2023-10-19:,11:00:00,14:00:00,Init-Rés1,TP5,B8,1ATP5,FREITAS ANTONIO,,(Updated,05/10/2023 18,32),,,
2023-10-16:,06:00:00,08:00:00,Math-Signal1,TDB,A5bis,1ATDB,COURSIMAULT DAVID,,(Updated,09/10/2023 13,56),,,
2023-10-09:,08:00:00,10:00:00,Elec1,TDB,A8,1ATDB,CAPALLERA FLORENCE,,(Updated,25/09/2023 16,27),,,
2023-12-20:,14:30:00,16:30:00,SAE14,TP4,B7,1ATP4,GIRAUD NADINE,,(Updated,19/12/2023 11,22),,,
2024-01-12:,13:00:00,15:00:00,PPP1,TDC,B7,1ATDC,MAYET KARINE,,(Updated,20/11/2023 10,49),,,
2023-12-05:,12:30:00,14:30:00,Com1,TP1,B7,1ATP1,GIRAUD NADINE,,(Updated,09/11/2023 13,00),,,
2023-12-05:,07:00:00,09:00:00,Prog1,TP5,C5,1ATP5,SIGURET ARNAUD,,(Updated,09/11/2023 12,58),,,
2023-10-25:,14:30:00,17:30:00,Init-Rés1,TP1,B8,1ATP1,BROS LAURENT,,(Updated,28/09/2023 11,00),,,
2023-12-13:,14:30:00,16:30:00,Gest_projet,TDC,A5bis,1ATDC,MAYET KARINE,,(Updated,05/12/2023 16,12),,,
2023-11-06:,14:30:00,16:30:00,Web1,TDA,B3,1ATDA,ZAYENE MARIEM,,(Updated,25/10/2023 11,44),,,
2023-11-30:,07:00:00,09:00:00,Syst1 Exam,TP4,B3,1ATP4,WEZL MICHAEL,,(Updated,09/11/2023 15,39),,,
2024-01-17:,09:00:00,11:00:00,SAE12-Examen,,Salle examen MPC003,1A,HERNANDEZ SEBASTIEN,,(Updated,27/11/2023 15,50),,,
2023-11-20:,12:00:00,15:00:00,Elec1,TP4,C1,1ATP4,CAPALLERA FLORENCE,,(Updated,31/10/2023 18,43),,,
2023-10-16:,08:00:00,10:00:00,Syst1,TDA,B3,1ATDA,JACQUET FREDERIQUE,,(Updated,05/10/2023 18,44),,,
2023-11-07:,12:30:00,14:30:00,SAE15,TDB,B3,1ATDB,JACQUET FREDERIQUE,,(Updated,18/10/2023 10,29),,,
2023-09-25:,08:00:00,10:00:00,Telecom1,TDA,A5,1ATDA,CAPALLERA FLORENCE,,(Updated,07/07/2023 13,04),,,
2023-09-25:,11:30:00,13:30:00,Archi-Sys1,TDC,A5bis,1ATDC,JACQUET JEAN-PAUL,,(Updated,24/09/2023 18,34),,,
2023-12-05:,15:00:00,18:00:00,Archi-Rés1,TP3,B8,1ATP3,DELOS HUGO,,(Updated,09/11/2023 12,50),,,
2024-01-24:,07:00:00,09:00:00,Web1,Exam TDC,B8,1ATDC,ZAYENE MARIEM,,(Updated,27/11/2023 15,08),,,
2024-01-08:,12:00:00,15:00:00,Archi-Rés1,TP2,B8,1ATP2,HERNANDEZ SEBASTIEN,,(Updated,27/11/2023 14,52),,,
2023-11-24:,12:30:00,14:30:00,SAE14,TDB,B8,1ATDB,HABACHI OUSSAMA,,(Updated,06/11/2023 16,39),,,
2023-11-06:,12:30:00,14:30:00,Math-Signal1,TDC,A5,1ATDC,BOUAYED AYMENE,,(Updated,25/10/2023 11,45),,,
2023-09-12:,08:00:00,09:00:00,Math-Signal1,Cours,A5-A5bis,1A,COURSIMAULT DAVID,,(Updated,08/09/2023 12,56),,,
2023-09-11:,08:00:00,10:00:00,Rentrée BUT1,,A5-A5bis,1A,,(Updated,06/07/2023 16,52),,,,
2023-12-01:,15:00:00,17:00:00,Soutien math/info,,"B3,A5bis",1ATDB,,(Updated,27/11/2023 15,34),,,,
2023-10-18:,06:00:00,08:00:00,Archi-Sys1,TDB,A5bis,1ATDB,JACQUET JEAN-PAUL,,(Updated,05/10/2023 18,42),,,
2023-12-20:,09:00:00,11:00:00,SAE15,TDC,C5,1ATDC,HABACHI OUSSAMA,,(Updated,15/12/2023 10,47),,,
2024-02-01:,09:00:00,11:00:00,Télécoms2,TDB,A5bis,1ATDB,CAPALLERA FLORENCE,,(Updated,09/01/2024 10,26),,,
2023-09-28:,07:00:00,10:00:00,Init-Rés1,TP2,C7,1ATP2,HERNANDEZ SEBASTIEN,,(Updated,24/08/2023 19,26),,,
2023-11-30:,09:00:00,11:00:00,SAE14,TP4,B2,1ATP4,BEIGNON D AGOSTINO LAURE,,(Updated,23/11/2023 15,43),,,
